,HST,330,,LimerickMeteorit,
,HST,330,,LimerickMeteorit,
,DSC022714Kopie,,,,
,DSC022694Kopie,,,,
,DSC022683,,,,
,HST,250,,Cyatheaarborea,
,HST,250,,Cyatheaarborea,
,HST,250,,CyatheaarboreaEtikett,
,HST,237,,ScolecopteriselegansGestein,
,HST,237,,ScolecopteriselegansEtikett,
,HST,237,,ScolecopteriselegansGestein,
,HST,237,,ScolecopteriselegansEtikett,
,MIN839265,,,Allanit,
,MIN839265,,,head,
,MIN839265,,,Allanit,
,,,,AllanitEtikett,
,,,,Scolecopteris360Animation,
GZG,HST,450,,Pliothyrinagrandis,
GZG,HST,450,,Pliothyrinagrandis,Farbskala
GZG,HST,450,,Pliothyrinagrandis,Farbskala
GZG,HST,55,,DazitPorphyr,
GZG,HST,55,,DazitPorphyr,Farbskala
GZG,HST,55,,DazitPorphyr,Farbskala
GZG,HST,435,,Chalkopyrit,
GZG,HST,435,,Chalkopyrit,Farbskala
GZG,HST,435,,Chalkopyrit,Farbskala
GZG,HST,429,,Kieselsinter,
GZG,HST,429,,Kieselsinter,Farbskala
GZG,HST,429,,Kieselsinter,Farbskala
GZG,HST,421,,Lasurstein,
GZG,HST,421,,Lasurstein,Farbskala
GZG,HST,421,,Lasurstein,Farbskala
GZG,HST,449,,FluoritBaryt,
GZG,HST,449,,FluoritBaryt,
GZG,HST,449,,FluoritBaryt,Farbskala
GZG,HST,449,,FluoritBaryt,Farbskala
GZG,HST,446,,Chaetetisradians,
GZG,HST,446,,Chaetetisradians,Farbskala
GZG,HST,446,,Chaetetisradians,Farbskala
GZG,HST,436,,04630464vulkanischeAschen,Farbskala
GZG,HST,436,,04630464vulkanischeAschen,
GZG,HST,436,,04630464vulkanischeAschen,Farbskala
GZG,HST,436,,04630464vulkanischeAschen,Farbskala
GZG,HST,436,,vulkanischeAschen,
GZG,HST,436,,04630464vulkanischeAschen,
GZG,HST,436,,04630464vulkanischeAschen,Farbskala
GZG,HST,436,,04630464vulkanischeAschen,Farbskala
GZG,HST,463,,vulkanischeAschen,
GZG,HST,436,,04630464vulkanischeAschen,
GZG,HST,436,,04630464vulkanischeAschen,Farbskala
GZG,HST,436,,04630464vulkanischeAschen,Farbskala
GZG,HST,464,,vulkanischeAschen,
GZG,HST,436,,vulkanischeAschen,
GZG,HST,463,,vulkanischeAschen,
GZG,HST,464,,vulkanischeAschen,
GZG,HST,430,,SteinEisenMeteorit,
GZG,HST,430,,SteinEisenMeteorit360klein,
GZG,HST,430,,SteinEisenMeteorit,Farbskala
GZG,HST,430,,SteinEisenMeteorit,Farbskala
,AIG,546,,OSmitUK,
GZG,HST,333,,Eisenmeteorit,
GZG,HST,333,,EisenmeteoritCampodelCielo,Farbskala
GZG,HST,333,,EisenmeteoritCampodelCielo,Farbskala
GZG,HST,477,,Pliothyrinagrandis,Farbskala
GZG,HST,478,,Pliothyrinagrandis,Farbskala
GZG,HST,477,,Pliothyrinagrandis,
GZG,HST,477,,Pliothyrinagrandis,Farbskala
GZG,HST,477,,Pliothyrinagrandis,Farbskala
GZG,HST,478,,Pliothyrinagrandis,
GZG,HST,478,,Pliothyrinagrandis,Farbskala
GZG,HST,478,,Pliothyrinagrandis,Farbskala
,AIG,560,,OSmitUK,39
,AIG,769,,OSmitUK,1
,AIG,502,,,Farbskala
,AIG,513,,,Farbskala
,AIG,360,,,Farbskala
,AIG,360,,OSmitUK,39
,AIG,360,,OSmitUK,39
GZG,HST,467,,Pliothyrinagrandis,
GZG,HST,468,,Pliothyrinagrandis,
GZG,HST,434,,Mammut,
GZG,HST,434,,Mammut,Farbskala
GZG,HST,434,,Mammut,Farbskala
GZG,HST,230,,Psaronius,
GZG,HST,230,,Psaronius,Farbskala
GZG,HST,230,,Psaronius,Farbskala
GZG,HST,29,,Eisenmeteorit006,
GZG,HST,477,,Pliothyrinagrandis021,
GZG,HST,467,,Pliothyrinagrandis022,
GZG,HST,468,,Pliothyrinagrandis018,
,AIG,369,,,Farbskala
,AIG,369,,39,
,AIG,391,,,Farbskala
,AIG,463,,,Farbskala
,AIG,454,,OSmitUK,1
,AIG,454,,OSmitUK,39
,AIG,409,,OSmitUK,1
,AIG,356,,OSmitUK,1
,AIG,462,,OSmitUK,1
,AIG,441,,,Farbskala
,AIG,441,,OSohneUK,19
,AIG,387,,,Farbskala
,AIG,382,,,Farbskala
,AIG,382,,OSmitUK,19
,AIG,384,,,Farbskala
,AIG,384,,OSmitUK,19
,AIG,586,,,Farbskala
,AIG,586,,OSmitUK,18
,,Scolecopteris360Animationexternbearbeitet300dpi800pxB03sec,,,
,,Baumfarnoriginal300dpi1000pxB,,,
,,BaumfarnOriginal300dpi800pxBAnimation03,,,
GZG,HST,500,,Mammuthusprimigenius,Farbskala
GZG,HST,500,,Mammuthusprimigenius,Farbskala
GZG,HST,500,,Mammuthusprimigenius,
GZG,HST,501,,Mammuthusprimigenius,
GZG,HST,501,,Mammuthusprimigenius,
GZG,HST,501,,Mammuthusprimigenius,
GZG,HST,29,,Eisenmeteorit,
GZG,HST,29,,Eisenmeteorit,Farbskala
GZG,HST,29,,Eisenmeteorit,Farbskala
GZG,HST,426,,Schriftgranit,Farbskala
GZG,HST,426,,Schriftgranit,
GZG,HST,426,,Schriftgranit,Farbskala
,AIG,612,,,Farbskala
,AIG,612,,OSmitUK,1
,AIG,612,,OSmitUK,5
,AIG,612,,OSmitUK,11
,AIG,612,,OSmitUK,17
,AIG,612,,OSmitUK,81
,AIG,612,,OSmitUK,39
,AIG,612,,OSmitUK,
,AIG,356,,OSmitUK,
,AIG,356,,OSmitUK,1
,AIG,356,,OSmitUK,11
,AIG,356,,OSmitUK,17
,AIG,356,,OSmitUK,5
,AIG,356,,OSmitUK,81
,AIG,384,,OSmitUK,1
,AIG,384,,OSmitUK,5
,AIG,384,,OSmitUK,11
,AIG,384,,OSmitUK,17
,AIG,384,,OSmitUK,81
,AIG,384,,OSmitUK,
,AIG,409,,OSmitUK,1
,AIG,409,,OSmitUK,11
,AIG,409,,OSmitUK,17
,AIG,409,,OSmitUK,5
,I594040AIG,409,,OSmitUK,17
,I594040AIG,409,,OSmitUK,17
,AIG,409,,OSmitUK,81
,AIG,409,,OSmitUK,
,AIG,409,,OSmitUK,39
,AIG,441,,OSohneUK,
,AIG,441,,OSohneUK,1
,AIG,441,,OSohneUK,5
,AIG,441,,OSohneUK,11
,AIG,441,,OSohneUK,17
,AIG,441,,OSohneUK,81
,AIG,441,,OSohneUK,39
,AIG,441,,OSohneUK,39
,AIG,454,,OSmitUK,
,AIG,454,,OSmitUK,1
,AIG,454,,OSmitUK,5
,AIG,454,,OSmitUK,11
,AIG,454,,OSmitUK,17
,AIG,454,,OSmitUK,81
,AIG,454,,OSmitUK,39
,AIG,454,,OSmitUK,39
,AIG,462,,OSmitUK,
,AIG,462,,OSmitUK,1
,AIG,462,,OSmitUK,11
,AIG,462,,OSmitUK,17
,AIG,462,,OSmitUK,5
,AIG,462,,OSmitUK,81
,AIG,462,,OSmitUK,3
,AIG,462,,OSmitUK,39
,AIG,462,,OSmitUK,39
,AIG,462,,OSmitUK,39
,AIG,463,,OSmitUK,
,AIG,463,,OSmitUK,1
,AIG,463,,OSmitUK,5
,AIG,463,,OSmitUK,11
,AIG,463,,OSmitUK,17
,AIG,463,,OSmitUK,81
,AIG,463,,OSmitUK,39
,AIG,463,,OSmitUK,39
,AIG,463,,OSmitUK,39
,AIG,502,,OSohneUK,
,AIG,502,,OSohneUK,1
,AIG,502,,OSohneUK,5
,AIG,502,,OSohneUK,11
,AIG,502,,OSohneUK,17
,AIG,502,,OSohneUK,81
,AIG,513,,OSmitUK,
,AIG,513,,OSmitUK,1
,AIG,513,,OSmitUK,5
,AIG,513,,OSmitUK,11
,AIG,513,,OSmitUK,17
,AIG,513,,OSmitUK,81
,AIG,546,,OSmitUK,1
,AIG,546,,OSmitUK,11
,AIG,546,,OSmitUK,17
,AIG,546,,OSmitUK,5
,AIG,546,,OSmitUK,81
,AIG,546,,OSmitUK,
,AIG,612,,OSmitUK,11
,AIG,612,,OSmitUK,39
,AIG,612,,OSmitUK,39
,AIG,360,,OSmitUK,
,AIG,360,,OSmitUK,1
,AIG,360,,OSmitUK,5
,AIG,360,,OSmitUK,11
,AIG,360,,OSmitUK,17
,AIG,360,,OSmitUK,81
,AIG,360,,OSmitUK,39
,AIG,369,,,
,AIG,369,,,1
,AIG,369,,,5
,AIG,369,,,11
,AIG,369,,,17
,AIG,369,,,81
,AIG,369,,,39
,AIG,382,,OSmitUK,
,AIG,382,,OSmitUK,5
,AIG,382,,OSmitUK,11
,AIG,382,,OSmitUK,17
,AIG,382,,OSmitUK,81
,AIG,382,,OSmitUK,39
,AIG,382,,OSmitUK,39
,AIG,382,,OSmitUK,39
,AIG,384,,OSmitUK,2
,AIG,384,,OSmitUK,39
,AIG,384,,OSmitUK,39
,AIG,384,,OSmitUK,39
,AIG,387,,OSohneUK,
,AIG,387,,OSohneUK,1
,AIG,387,,OSohneUK,5
,AIG,387,,OSohneUK,11
,AIG,387,,OSohneUK,17
,AIG,387,,OSohneUK,81
,AIG,387,,OSohneUK,4
,AIG,387,,OSohneUK,39
,AIG,387,,OSohneUK,39
,AIG,391,,OSmitUK,
,AIG,391,,OSmitUK,1
,AIG,391,,OSmitUK,5
,AIG,391,,OSmitUK,11
,AIG,391,,OSmitUK,17
,AIG,391,,OSmitUK,81
,AIG,409,,OSmitUK,39
GZG,HST,502,,Coelodontaantiquitatis,
GZG,HST,502,,Coelodontaantiquitatis,Farbskala
GZG,HST,502,,Coelodontaantiquitatis,Farbskala
GZG,HST,503,,Coelodontaantiquitatis,
GZG,HST,503,,Coelodontaantiquitatis,Farbskala
GZG,HST,503,,Coelodontaantiquitatis,Farbskala
GZG,HST,504,,Coelodontaantiquitatis,Farbskala
GZG,HST,504,,Coelodontaantiquitatis,
GZG,HST,504,,Coelodontaantiquitatis,Farbskala
GZG,HST,504,,Coelodontaantiquitatis,Farbskala
GZG,HST,440,,Coelodontaantiquitatis,Farbskala
,,,,,
GZG,HST,440,,Coelodontaantiquitatis,
GZG,HST,440,,Coelodontaantiquitatis,Farbskala
GZG,HST,440,,Coelodontaantiquitatis,Farbskala
GZG,HST,441,,Coelodontaantiquitatis,Farbskala
GZG,HST,441,,Coelodontaantiquitatis,
GZG,HST,441,,Coelodontaantiquitatis,Farbskala
GZG,HST,441,,Coelodontaantiquitatis,Farbskala
,,,,,
GZG,HST,441,,Coelodontaantiquitatis059,
GZG,HST,434,,,
,AIG,382,,OSmitUK,1
,AIG,769,,OSmitUK,
,AIG,769,,OSmitUK,1
,AIG,769,,OSmitUK,11
,AIG,769,,OSmitUK,17
,AIG,769,,OSmitUK,5
,AIG,769,,OSmitUK,81
,,,,,
GZG,HST,266,,Nagelfluhe,
GZG,HST,266,,Nagelfluhe,Farbskala
GZG,HST,266,,Nagelfluhe,Farbskala
GZG,HST,432,,CupritMalachit,
GZG,HST,432,,CupritMalachit,Farbskala
GZG,HST,432,,CupritMalachit,Farbskala
GZG,HST,28,,Obsidian,
GZG,HST,28,,Obsidian,Farbskala
GZG,HST,28,,Obsidian,Farbskala
GZG,HST,379,,Bergkristall,
GZG,HST,379,,Bergkristall,Farbskala
GZG,HST,379,,Bergkristall,Farbskala
GZG,HST,187,,Blatt,
GZG,HST,187,,Blatt,Farbskala
GZG,HST,187,,Blatt,Farbskala
GZG,HST,439,,Diceras005,
GZG,HST,414,,Jaspis,
GZG,HST,414,,Jaspis,Farbskala
GZG,HST,414,,Jaspis,Farbskala
GZG,HST,428,,Calcit,
GZG,HST,428,,Calcit,Farbskala
GZG,HST,428,,Calcit,Farbskala
GZG,HST,423,,Turmalin,
GZG,HST,423,,Turmalin,Farbskala
GZG,HST,121,,Paraglauconiastrombiformis,
GZG,HST,121,,Paraglauconiastrombiformis,Farbskala
GZG,HST,121,,Paraglauconiastrombiformis,Farbskala
GZG,HST,427,,Antimonit,
GZG,HST,427,,Antimonit,Farbskala
GZG,HST,427,,Antimonit,Farbskala
GZG,HST,260,,Petroleum,Farbskala
GZG,HST,260,,Petroleum,
GZG,HST,260,,Petroleum,Farbskala
GZG,HST,260,,Petroleum,Farbskala
GZG,HST,414,,2D,6
GZG,HST,509,,2D,3
GZG,HST,414,,0509,2D,06
GZG,HST,414,,0509,2D,06
GZG,HST,509,,2D,4
GZG,HST,417,,2D,5
GZG,HST,416,,2D,6
GZG,HST,416,,2D,6
GZG,HST,416,,2D,11
GZG,HST,416,,2D,4
GZG,HST,416,,2D,4
GZG,HST,416,,2D,8
GZG,HST,56,,2D,6
GZG,HST,56,,2D,7
GZG,HST,56,,2D,3
GZG,HST,56,,2D,5
GZG,HST,56,,2D,4
GZG,HST,417,,2D,7
GZG,HST,426,,2D,9
GZG,HST,426,,2D,5
GZG,HST,426,,2D,1
GZG,HST,502,,2D,10
GZG,HST,502,,2D,11
GZG,HST,45,,Kupfer,
GZG,HST,45,,Kupfer,Farbskala
GZG,HST,45,,Kupfer,Farbskala
GZG,HST,418,,Prasem,Farbskala
GZG,HST,418,,Prasem,
GZG,HST,418,,Prasem,Farbskala
GZG,HST,418,,Prasem,Farbskala
GZG,HST,129,,0482Muricitesdeformis,
GZG,HST,129,,0482Muricitesdeformis,
GZG,HST,129,,0482Muricitesdeformis,Farbskala
GZG,HST,129,,0482Muricitesdeformis,Farbskala
GZG,HST,129,,0482Muricitesdeformis,Farbskala
GZG,HST,129,,0482Muricitesdeformis,Farbskala
GZG,HST,424,,0491Vivianit,Farbskala
GZG,HST,424,,0491Vivianit,
GZG,HST,424,,0491Vivianit,
GZG,HST,424,,0491Vivianit,Farbskala
GZG,HST,424,,0491Vivianit,Farbskala
GZG,HST,424,,0491Vivianit,Farbskala
GZG,HST,424,,0491Vivianit,Farbskala
GZG,HST,510,,2D,
GZG,HST,513,,2D,
GZG,HST,516,,2D,
GZG,HST,343,,2D,
GZG,HST,437,,Nummuliten,
GZG,HST,437,,Nummuliten,Farbskala
GZG,HST,437,,Nummuliten,Farbskala
GZG,HST,433,,Chalkanthit,
GZG,HST,433,,Chalkanthit,Farbskala
GZG,HST,433,,Chalkanthit,Farbskala
GZG,HST,587,,2D,
GZG,HST,588,,2D,
GZG,HST,223,,Mallotusvillosus,
GZG,HST,223,,Mallotusvillosus,Farbskala
GZG,HST,223,,Mallotusvillosus,Farbskala
GZG,HST,125,,Strombusfortisii,
GZG,HST,125,,Strombusfortisii,Farbskala
GZG,HST,125,,Strombusfortisii,Farbskala
GZG,HST,438,,abCadochamoussetiasubpatruum,
GZG,HST,438,,abCadochamoussetiasubpatruum,
GZG,HST,438,,abCadochamoussetiasubpatruum,Farbskala
GZG,HST,438,,abCadochamoussetiasubpatruum,Farbskala
GZG,HST,438,,abCadochamoussetiasubpatruum,Farbskala
GZG,HST,438,,abCadochamoussetiasubpatruum,Farbskala
GZG,HST,230,,2D,
GZG,HST,531,,2D,
GZG,HST,82,,Fungit,
GZG,HST,82,,Fungit,Farbskala
GZG,HST,82,,Fungit,Farbskala
GZG,HST,83,,Fungit,
GZG,HST,83,,Fungit,Farbskala
GZG,HST,83,,Fungit,Farbskala
GZG,HST,605,,2D,
GZG,HST,605,,2D,
GZG,HST,461,,Baryt,
GZG,HST,461,,Baryt,Farbskala
GZG,HST,461,,Baryt,Farbskala
GZG,HST,326,,2D,
GZG,HST,326,,2D,
GZG,HST,334,,2D,
GZG,HST,334,,2D,
GZG,HST,475,,2D,
GZG,HST,475,,2D,
GZG,HST,448,,Hmatit,
GZG,HST,448,,Hmatit,Farbskala
GZG,HST,448,,Hmatit,Farbskala
GZG,HST,431,,aGips,Farbskala
GZG,HST,431,,aGips,Farbskala
GZG,HST,431,,ahGips,
GZG,HST,630,,2D,
GZG,HST,551,,2D,
GZG,HST,551,,2D,
GZG,HST,422,,Granat,
GZG,HST,422,,Granat,Farbskala
GZG,HST,422,,Granat,Farbskala
GZG,HST,613,,2D,
GZG,HST,553,,2D,
GZG,HST,553,,2D,
GZG,HST,625,,2D,
GZG,HST,451,,Cerussit,
GZG,HST,451,,Cerussit,Farbskala
GZG,HST,451,,Cerussit,Farbskala
GZG,HST,420,,0490Holzopal,
GZG,HST,420,,0490Holzopal,Farbskala
GZG,HST,420,,0490Holzopal,Farbskala
GZG,HST,420,,0490Holzopal,
GZG,HST,420,,0490Holzopal,Farbskala
GZG,HST,420,,0490Holzopal,Farbskala
GZG,HST,566,,2D,
GZG,HST,566,,2D,
GZG,HST,646,,c2D,
GZG,HST,543,,2D,
GZG,HST,543,,2D,
GZG,HST,366,,2D,
GZG,HST,366,,2D,
GZG,HST,542,,2D,
GZG,HST,542,,2D,
GZG,HST,642,,2D,
GZG,HST,642,,2D,
GZG,HST,637,,2D,
GZG,HST,637,,2D,
GZG,HST,639,,2D,
GZG,HST,639,,2D,
GZG,HST,483,,2D,
GZG,HST,932,,2D,
GZG,HST,932,,2D,
GZG,HST,97,,b2D,
GZG,HST,93,,2D,
GZG,HST,768,,b2D,
GZG,HST,87,,2D,
GZG,HST,307,,2D,
GZG,HST,307,,2D,
GZG,HST,307,,2D,
GZG,HST,885,,2D,
GZG,HST,885,,2D,
GZG,HST,840,,2D,
GZG,HST,508,,Coelodontaantiquitatis,Farbskala
GZG,HST,508,,Coelodontaantiquitatis,Farbskala
GZG,HST,508,,Coelodontaantiquitatis,Farbskala
GZG,HST,514,,Coelodontaantiquitatis,
GZG,HST,748,,2D,
GZG,HST,748,,2D,
,AIG2,,,,
,AIG2a,,,,
,AIG2b,,,,
,AIG2c,,,,
,AIG2d,,,,
,AIG2e,,,,
,AIG2f,,,,
,AIG2g,,,,
,AIG2h,,,,
,AIG2d,,,,
,AIG2,Detail,,,,
,AIG2,Detail2,,,,
,AIG2d,,,,
,AIG2c,,,,
,AIG3a,,,,
,AIG3b,,,,
,AIG3c,,,,
,AIG3d,,,,
,AIG3e,,,,
,AIG3f,,,,
,AIG3g,,,,
,AIG3h,,,,
,AIG3d,,,,
,AIG3Detail,,,,
GZG,HST,750,,2D,
GZG,HST,750,,2D,
GZG,HST,753,,2D,
GZG,HST,753,,2D,
GZG,HST,752,,2D,
GZG,HST,752,,2D,
GZG,HST,860,,2D,
GZG,HST,860,,2D,
GZG,HST,296,,2D,
GZG,HST,844,,ab2D,
GZG,HST,844,,ab2D,
,AIG5a,,,,
,AIG5b,,,,
,AIG5c,,,,
,AIG5d,,,,
,AIG5e,,,,
,AIG5f,,,,
,AIG5g,,,,
,AIG5h,,,,
,AIG5d,,,,
,AIG4,,,,
GZG,HST,278,,2D,
,AIG6,,,,
,DSC01020,,,,
,DSC01021,,,,
,AIG8,,,,
,AIG8a,,,,
,AIG8b,,,,
,AIG8c,,,,
,AIG8d,,,,
,AIG8e,,,,
,AIG8f,,,,
,AIG8g,,,,
,AIG8h,,,,
,AIG8e,,,,
GZG,HST,423,,2D,
GZG,HST,423,,2D,
GZG,HST,971,,2D,
GZG,HST,971,,2D,
GZG,HST,138,,2D,
GZG,HST,152,,2D,
GZG,HST,773,,ab2D,
GZG,HST,774,,ab2D,
GZG,HST,774,,ab2D,
GZG,HST,852,,au2D,
GZG,HST,852,,au2D,
GZG,HST,357,,ab2D,
GZG,HST,270,,ac2D,
GZG,HST,308,,ac2D,
GZG,HST,308,,ac2D,
GZG,HST,244,,2D,
GZG,HST,244,,2D,
GZG,HST,400,,2D,
