SEQ,Orig Filename,INST.1,INST.2,INST.#,INST.#.2,INST.3A,DESC,Dimension,Foto-ID,Farbskala
5641,GZGHST08212D05,GZG,HST,0821,,,,2D,005,
5642,GZGHST08212D10,GZG,HST,0821,,,,2D,010,
5643,GZGHST07712D07,GZG,HST,0771,,,,2D,007,
5644,GZGHST07712D09,GZG,HST,0771,,,,2D,009,
5645,GZGHST07712D06,GZG,HST,0771,,,,2D,006,
5646,GZGHST07712D07,GZG,HST,0771,,,,2D,007,
5647,GZGHST07712D09,GZG,HST,0771,,,,2D,009,
5648,GZGHST07712D05,GZG,HST,0771,,,,2D,005,
5649,GZGHST07892D06,GZG,HST,0789,,,,2D,006,
5650,GZGHST07892D05,GZG,HST,0789,,,,2D,005,
5651,GZGHST07892D03,GZG,HST,0789,,,,2D,003,
5652,GZGHST07892D04,GZG,HST,0789,,,,2D,004,
5653,GZGHST07892D05,GZG,HST,0789,,,,2D,005,
5654,GZGHST07892D06,GZG,HST,0789,,,,2D,006,
5655,GZGHST07462D11,GZG,HST,0746,,,,2D,011,
5656,GZGHST07462D11,GZG,HST,0746,,,,2D,011,
5657,GZGHST07462D06,GZG,HST,0746,,,,2D,006,
5658,GZGHST07462D05,GZG,HST,0746,,,,2D,005,
5659,GZGHST07492D09,GZG,HST,0749,,,,2D,009,
5660,GZGHST07492D06,GZG,HST,0749,,,,2D,006,
5661,GZGHST07492D09,GZG,HST,0749,,,,2D,009,
5662,GZGHST07492D04,GZG,HST,0749,,,,2D,004,
5663,GZGHST07492D15,GZG,HST,0749,,,,2D,015,
5664,GZGHST02862D16,GZG,HST,0286,,,,2D,016,
5665,GZGHST02862D04,GZG,HST,0286,,,,2D,004,
5666,GZGHST02862D16,GZG,HST,0286,,,,2D,016,
5667,GZGHST02862D03,GZG,HST,0286,,,,2D,003,
5668,GZGHST03652D05,GZG,HST,0365,,,,2D,005,
5669,GZGHST03652D06,GZG,HST,0365,,,,2D,006,
5670,GZGHST03652D03,GZG,HST,0365,,,,2D,003,
5671,GZGHST03652D04,GZG,HST,0365,,,,2D,004,
5672,GZGHST03652D05,GZG,HST,0365,,,,2D,005,
5673,GZGHST03652D06,GZG,HST,0365,,,,2D,006,
5674,GZGHST03692D10,GZG,HST,0369,,,,2D,010,
5675,GZGHST03692D10,GZG,HST,0369,,,,2D,010,
5676,GZGHST03692D05,GZG,HST,0369,,,,2D,005,
5677,GZGHST03692D06,GZG,HST,0369,,,,2D,006,
5678,GZGHST03692D04,GZG,HST,0369,,,,2D,004,
5679,GZGHST08542D10,GZG,HST,0854,,,,2D,010,
5680,GZGHST08542D05,GZG,HST,0854,,,,2D,005,
5681,GZGHST08542D10,GZG,HST,0854,,,,2D,010,
5682,GZGHST08542D04,GZG,HST,0854,,,,2D,004,
5683,GZGHST02682D10,GZG,HST,0268,,,,2D,010,
5684,GZGHST02682D06,GZG,HST,0268,,,,2D,006,
5685,GZGHST02682D10,GZG,HST,0268,,,,2D,010,
5686,GZGHST02682D03,GZG,HST,0268,,,,2D,003,
5687,GZGHST02962D07,GZG,HST,0296,,,,2D,007,
5688,GZGHST02962D06,GZG,HST,0296,,,,2D,006,
5689,GZGHST02962D07,GZG,HST,0296,,,,2D,007,
5690,GZGHST07472D15,GZG,HST,0747,,,,2D,015,
5691,GZGHST07472D09,GZG,HST,0747,,,,2D,009,
5692,GZGHST07472D15,GZG,HST,0747,,,,2D,015,
5693,GZGHST07472D03,GZG,HST,0747,,,,2D,003,
5694,GZGHST07472D03,GZG,HST,0747,,,,2D,003,
5695,GZGHST07812D08,GZG,HST,0781,,,,2D,008,
5696,GZGHST07812D10,GZG,HST,0781,,,,2D,010,
5697,GZGHST07812D08,GZG,HST,0781,,,,2D,008,
5698,GZGHST07812D03,GZG,HST,0781,,,,2D,003,
5699,GZGHST07812D10,GZG,HST,0781,,,,2D,010,
5700,GZGHST08202D06,GZG,HST,0820,,,,2D,006,
5701,GZGHST08202D03,GZG,HST,0820,,,,2D,003,
5702,GZGHST08202D06,GZG,HST,0820,,,,2D,006,
5703,GZGHST03602D07,GZG,HST,0360,,,,2D,007,
5704,GZGHST03602D11,GZG,HST,0360,,,,2D,011,
5705,GZGHST03602D04,GZG,HST,0360,,,,2D,004,
5706,GZGHST03602D05,GZG,HST,0360,,,,2D,005,
5707,GZGHST03602D07,GZG,HST,0360,,,,2D,007,
5708,GZGHST03602D11,GZG,HST,0360,,,,2D,011,
5709,GZGHST07802D07,GZG,HST,0780,,,,2D,007,
5710,GZGHST07802D07,GZG,HST,0780,,,,2D,007,
5711,GZGHST07802D03,GZG,HST,0780,,,,2D,003,
5712,GZGHST07832D08,GZG,HST,0783,,,,2D,008,
5713,GZGHST07832D03,GZG,HST,0783,,,,2D,003,
5714,GZGHST07832D08,GZG,HST,0783,,,,2D,008,
5715,GZGHST07842D08,GZG,HST,0784,,,,2D,008,
5716,GZGHST07842D04,GZG,HST,0784,,,,2D,004,
5717,GZGHST07842D08,GZG,HST,0784,,,,2D,008,
5718,GZGHST08142D06,GZG,HST,0814,,,,2D,006,
5719,GZGHST08142D03,GZG,HST,0814,,,,2D,003,
5720,GZGHST08142D06,GZG,HST,0814,,,,2D,006,
5721,GZGHST08342D05,GZG,HST,0834,,,,2D,005,
5722,GZGHST08342D06,GZG,HST,0834,,,,2D,006,
5723,GZGHST08342D04,GZG,HST,0834,,,,2D,004,
5724,GZGHST08342D05,GZG,HST,0834,,,,2D,005,
5725,GZGHST08342D06,GZG,HST,0834,,,,2D,006,
5726,GZGHST08562D10,GZG,HST,0856,,,,2D,010,
5727,GZGHST08562D10,GZG,HST,0856,,,,2D,010,
5728,GZGHST08562D05,GZG,HST,0856,,,,2D,005,
5729,GZGHST08562D04,GZG,HST,0856,,,,2D,004,
5730,GZGHST07912D06,GZG,HST,0791,,,,2D,006,
5731,GZGHST07912D03,GZG,HST,0791,,,,2D,003,
5732,GZGHST07912D06,GZG,HST,0791,,,,2D,006,
5733,GZGHST0844ab2D15,GZG,HST,0844,,ab,,2D,015,
5734,GZGHST0844ab2D08,GZG,HST,0844,,ab,,2D,008,
5735,GZGHST0844ab2D15,GZG,HST,0844,,ab,,2D,015,
5736,GZGHST0844ab2D10,GZG,HST,0844,,ab,,2D,010,
5737,GZGHST0844ab2D04,GZG,HST,0844,,ab,,2D,004,
5738,GZGHST0844ab2D18,GZG,HST,0844,,ab,,2D,018,
5739,GZGHST02782D06,GZG,HST,0278,,,,2D,006,
5740,GZGHST02782D05,GZG,HST,0278,,,,2D,005,
5741,GZGHST02782D06,GZG,HST,0278,,,,2D,006,
5742,GZGHST07512D11,GZG,HST,0751,,,,2D,011,
5743,GZGHST07512D06,GZG,HST,0751,,,,2D,006,
5744,GZGHST07512D08,GZG,HST,0751,,,,2D,008,
5745,GZGHST07512D11,GZG,HST,0751,,,,2D,011,
5746,GZGHST07512D04,GZG,HST,0751,,,,2D,004,
5747,GZGHST08352D07,GZG,HST,0835,,,,2D,007,
5748,GZGHST08352D08,GZG,HST,0835,,,,2D,008,
5749,GZGHST08352D07,GZG,HST,0835,,,,2D,007,
5750,GZGHST08352D08,GZG,HST,0835,,,,2D,008,
5751,GZGHST08352D05,GZG,HST,0835,,,,2D,005,
5752,GZGHST08372D09,GZG,HST,0837,,,,2D,009,
5753,GZGHST08372D05,GZG,HST,0837,,,,2D,005,
5754,GZGHST08372D09,GZG,HST,0837,,,,2D,009,
5755,GZGHST08322D09,GZG,HST,0832,,,,2D,009,
5756,GZGHST08322D09,GZG,HST,0832,,,,2D,009,
5757,GZGHST08322D05,GZG,HST,0832,,,,2D,005,
5758,GZGHST08332D07,GZG,HST,0833,,,,2D,007,
5759,GZGHST08332D09,GZG,HST,0833,,,,2D,009,
5760,GZGHST08332D05,GZG,HST,0833,,,,2D,005,
5761,GZGHST08332D07,GZG,HST,0833,,,,2D,007,
5762,GZGHST08332D09,GZG,HST,0833,,,,2D,009,
5763,GZGHST02582D05,GZG,HST,0258,,,,2D,005,
5764,GZGHST02582D05,GZG,HST,0258,,,,2D,005,
5765,GZGHST02582D03,GZG,HST,0258,,,,2D,003,
5766,GZGHST02582D04,GZG,HST,0258,,,,2D,004,
5767,GZGHST04232D07,GZG,HST,0423,,,,2D,007,
5768,GZGHST04232D10,GZG,HST,0423,,,,2D,010,
5769,GZGHST04232D04,GZG,HST,0423,,,,2D,004,
5770,GZGHST04232D10,GZG,HST,0423,,,,2D,010,
5771,GZGHST03632D06,GZG,HST,0363,,,,2D,006,
5772,GZGHST03632D06,GZG,HST,0363,,,,2D,006,
5773,GZGHST03632D09,GZG,HST,0363,,,,2D,009,
5774,GZGHST03632D04,GZG,HST,0363,,,,2D,004,
5775,GZGHST08572D08,GZG,HST,0857,,,,2D,008,
5776,GZGHST08572D05,GZG,HST,0857,,,,2D,005,
5777,GZGHST08572D08,GZG,HST,0857,,,,2D,008,
5778,GZGHST08572D04,GZG,HST,0857,,,,2D,004,
5779,GZGHST01512D05,GZG,HST,0151,,,,2D,005,
5780,GZGHST01512D06,GZG,HST,0151,,,,2D,006,
5781,GZGHST01512D05,GZG,HST,0151,,,,2D,005,
5782,GZGHST01512D06,GZG,HST,0151,,,,2D,006,
5783,GZGHST01512D03,GZG,HST,0151,,,,2D,003,
5784,GZGHST01512D04,GZG,HST,0151,,,,2D,004,
5785,GZGHST01512D10,GZG,HST,0151,,,,2D,010,
5786,GZGHST01512D09,GZG,HST,0151,,,,2D,009,
5787,GZGHST01512D10,GZG,HST,0151,,,,2D,010,
5788,GZGHST09702D08,GZG,HST,0970,,,,2D,008,
5789,GZGHST09702D10,GZG,HST,0970,,,,2D,010,
5790,GZGHST09702D08,GZG,HST,0970,,,,2D,008,
5791,GZGHST09702D10,GZG,HST,0970,,,,2D,010,
5792,GZGHST09702D05,GZG,HST,0970,,,,2D,005,
5793,GZGHST09702D06,GZG,HST,0970,,,,2D,006,
5794,GZGHST09702D12,GZG,HST,0970,,,,2D,012,
5795,GZGHST07332D06,GZG,HST,0733,,,,2D,006,
5796,GZGHST07332D12,GZG,HST,0733,,,,2D,012,
5797,GZGHST07332D04,GZG,HST,0733,,,,2D,004,
5798,GZGHST07332D05,GZG,HST,0733,,,,2D,005,
5799,GZGHST07332D06,GZG,HST,0733,,,,2D,006,
5800,GZGHST07332D12,GZG,HST,0733,,,,2D,012,
5801,GZGHST07332D02,GZG,HST,0733,,,,2D,002,
5802,GZGHST02522D07,GZG,HST,0252,,,,2D,007,
5803,GZGHST02522D09,GZG,HST,0252,,,,2D,009,
5804,GZGHST02522D09,GZG,HST,0252,,,,2D,009,
5805,GZGHST02522D04,GZG,HST,0252,,,,2D,004,
5806,GZGHST02522D05,GZG,HST,0252,,,,2D,005,
5807,GZGHST02522D07,GZG,HST,0252,,,,2D,007,
5808,GZGHST02522D02,GZG,HST,0252,,,,2D,002,
5809,GZGHST02392D11,GZG,HST,0239,,,,2D,011,
5810,GZGHST02392D16,GZG,HST,0239,,,,2D,016,
5811,GZGHST02392D11,GZG,HST,0239,,,,2D,011,
5812,GZGHST02392D16,GZG,HST,0239,,,,2D,016,
5813,GZGHST02392D05,GZG,HST,0239,,,,2D,005,
5814,GZGHST02392D06,GZG,HST,0239,,,,2D,006,
5815,GZGHST02392D08,GZG,HST,0239,,,,2D,008,
5816,GZGHST02392D03,GZG,HST,0239,,,,2D,003,
5817,GZGHST02392D11,GZG,HST,0239,,,,2D,011,
5818,GZGHST02392D03,GZG,HST,0239,,,,2D,003,
5819,GZGHST09712D07,GZG,HST,0971,,,,2D,007,
5820,GZGHST09712D07,GZG,HST,0971,,,,2D,007,
5821,GZGHST09712D04,GZG,HST,0971,,,,2D,004,
5822,GZGHST09712D05,GZG,HST,0971,,,,2D,005,
5823,GZGHST09712D19,GZG,HST,0971,,,,2D,019,
5824,GZGHST01382D08,GZG,HST,0138,,,,2D,008,
5825,GZGHST01382D10,GZG,HST,0138,,,,2D,010,
5826,GZGHST01382D04,GZG,HST,0138,,,,2D,004,
5827,GZGHST01382D06,GZG,HST,0138,,,,2D,006,
5828,GZGHST01382D08,GZG,HST,0138,,,,2D,008,
5829,GZGHST01382D10,GZG,HST,0138,,,,2D,010,
5830,GZGHST01522D08,GZG,HST,0152,,,,2D,008,
5831,GZGHST01522D11,GZG,HST,0152,,,,2D,011,
5832,GZGHST01522D08,GZG,HST,0152,,,,2D,008,
5833,GZGHST01522D11,GZG,HST,0152,,,,2D,011,
5834,GZGHST01522D03,GZG,HST,0152,,,,2D,003,
5835,GZGHST01522D07,GZG,HST,0152,,,,2D,007,
5836,GZGHST02392D11,GZG,HST,0239,,,,2D,011,
5837,GZGHST0773ab2D09,GZG,HST,0773,,ab,,2D,009,
5838,GZGHST0773ab2D10,GZG,HST,0773,,ab,,2D,010,
5839,GZGHST0773ab2D11,GZG,HST,0773,,ab,,2D,011,
5840,GZGHST0773ab2D18,GZG,HST,0773,,ab,,2D,018,
5841,GZGHST0773ab2D22,GZG,HST,0773,,ab,,2D,022,
5842,GZGHST0773ab2D09,GZG,HST,0773,,ab,,2D,009,
5843,GZGHST0773ab2D10,GZG,HST,0773,,ab,,2D,010,
5844,GZGHST0773ab2D11,GZG,HST,0773,,ab,,2D,011,
5845,GZGHST0773ab2D15,GZG,HST,0773,,ab,,2D,015,
5846,GZGHST0773ab2D16,GZG,HST,0773,,ab,,2D,016,
5847,GZGHST0773ab2D17,GZG,HST,0773,,ab,,2D,017,
5848,GZGHST0773ab2D18,GZG,HST,0773,,ab,,2D,018,
5849,GZGHST0773ab2D22,GZG,HST,0773,,ab,,2D,022,
5850,GZGHST0773ab2D12,GZG,HST,0773,,ab,,2D,012,
5851,GZGHST0774ab2D07,GZG,HST,0774,,ab,,2D,007,
5852,GZGHST0774ab2D16,GZG,HST,0774,,ab,,2D,016,
5853,GZGHST0774ab2D08,GZG,HST,0774,,ab,,2D,008,
5854,GZGHST0774ab2D12,GZG,HST,0774,,ab,,2D,012,
5855,GZGHST0774ab2D16,GZG,HST,0774,,ab,,2D,016,
5856,GZGHST0774ab2D07,GZG,HST,0774,,ab,,2D,007,
5857,GZGHST0774ab2D08,GZG,HST,0774,,ab,,2D,008,
5858,GZGHST0774ab2D09,GZG,HST,0774,,ab,,2D,009,
5859,GZGHST0774ab2D10,GZG,HST,0774,,ab,,2D,010,
5860,GZGHST0774ab2D11,GZG,HST,0774,,ab,,2D,011,
5861,GZGHST0381ap2D10,GZG,HST,0381,,ap,,2D,010,
5862,GZGHST0381ap2D10,GZG,HST,0381,,ap,,2D,010,
5863,GZGHST0381ap2D05,GZG,HST,0381,,ap,,2D,005,
5864,GZGHST0381ap2D09,GZG,HST,0381,,ap,,2D,009,
5865,GZGHST0852au2D07,GZG,HST,0852,,au,,2D,007,
5866,GZGHST0852au2D07,GZG,HST,0852,,au,,2D,007,
5867,GZGHST0852au2D16,GZG,HST,0852,,au,,2D,016,
5868,GZGHST0852au2D19,GZG,HST,0852,,au,,2D,019,
5869,GZGHST0852au2D04,GZG,HST,0852,,au,,2D,004,
5870,GZGHST0357ab2D09,GZG,HST,0357,,ab,,2D,009,
5871,GZGHST0357ab2D12,GZG,HST,0357,,ab,,2D,012,
5872,GZGHST0357ab2D09,GZG,HST,0357,,ab,,2D,009,
5873,GZGHST0357ab2D12,GZG,HST,0357,,ab,,2D,012,
5874,GZGHST0357ab2D15,GZG,HST,0357,,ab,,2D,015,
5875,GZGHST0357ab2D04,GZG,HST,0357,,ab,,2D,004,
5876,GZGHST0383ab2D09,GZG,HST,0383,,ab,,2D,009,
5877,GZGHST0383ab2D15,GZG,HST,0383,,ab,,2D,015,
5878,GZGHST0383ab2D09,GZG,HST,0383,,ab,,2D,009,
5879,GZGHST0383ab2D17,GZG,HST,0383,,ab,,2D,017,
5880,GZGHST0817ad2D11,GZG,HST,0817,,ad,,2D,011,
5881,GZGHST0817ad2D11a,GZG,HST,0817,,ad,,2D,11a,
5882,GZGHST0817ad2D06,GZG,HST,0817,,ad,,2D,006,
5883,GZGHST0817ad2D06,GZG,HST,0817,,ad,,2D,006,
5884,GZGHST0817ad2D06,GZG,HST,0817,,ad,,2D,006,
5885,GZGHST0817ad2D06,GZG,HST,0817,,ad,,2D,006,
5886,GZGHST0817ad2D11b,GZG,HST,0817,,ad,,2D,11b,
5887,GZGHST0817ad2D11c,GZG,HST,0817,,ad,,2D,11c,
5888,GZGHST0817ad2D11d,GZG,HST,0817,,ad,,2D,11d,
5889,GZGHST0817ad2D08,GZG,HST,0817,,ad,,2D,008,
5890,GZGHST0836ab2D09,GZG,HST,0836,,ab,,2D,009,
5891,GZGHST0836ab2D05,GZG,HST,0836,,ab,,2D,005,
5892,GZGHST0836ab2D09a,GZG,HST,0836,,ab,,2D,09a,
5893,GZGHST0836ab2D09b,GZG,HST,0836,,ab,,2D,09b,
5894,GZGHST0836ab2D05,GZG,HST,0836,,ab,,2D,005,
5895,GZGHST0270ac2D07,GZG,HST,0270,,ac,,2D,007,
5896,GZGHST0270ac2D08,GZG,HST,0270,,ac,,2D,008,
5897,GZGHST0270ac2D10,GZG,HST,0270,,ac,,2D,010,
5898,GZGHST0270ac2D07,GZG,HST,0270,,ac,,2D,007,
5899,GZGHST0270ac2D08,GZG,HST,0270,,ac,,2D,008,
5900,GZGHST0270ac2D10,GZG,HST,0270,,ac,,2D,010,
5901,GZGHST0270ac2D11,GZG,HST,0270,,ac,,2D,011,
5902,GZGHST0270ac2D15,GZG,HST,0270,,ac,,2D,015,
5903,GZGHST0270ac2D02,GZG,HST,0270,,ac,,2D,002,
5904,GZGHST0308ac2D15,GZG,HST,0308,,ac,,2D,015,
5905,GZGHST0308ac2D16,GZG,HST,0308,,ac,,2D,016,
5906,GZGHST0308ac2D18,GZG,HST,0308,,ac,,2D,018,
5907,GZGHST0308ac2D12,GZG,HST,0308,,ac,,2D,012,
5908,GZGHST0308ac2D06,GZG,HST,0308,,ac,,2D,006,
5909,GZGHST0308ac2D07,GZG,HST,0308,,ac,,2D,007,
5910,GZGHST0308ac2D15,GZG,HST,0308,,ac,,2D,015,
5911,GZGHST0308ac2D16,GZG,HST,0308,,ac,,2D,016,
5912,GZGHST0308ac2D18,GZG,HST,0308,,ac,,2D,018,
5913,GZGHST0308ac2D08,GZG,HST,0308,,ac,,2D,008,
5914,GZGHST0308ac2D09,GZG,HST,0308,,ac,,2D,009,
5915,GZGHST0308ac2D10,GZG,HST,0308,,ac,,2D,010,
5916,GZGHST0308ac2D11,GZG,HST,0308,,ac,,2D,011,
5917,GZGHST0308ac2D12,GZG,HST,0308,,ac,,2D,012,
5918,GZGHST0308ac2D02,GZG,HST,0308,,ac,,2D,002,
5919,GZGHST0270ac2D08,GZG,HST,0270,,ac,,2D,008,
5920,GZGHST0270ac2D09,GZG,HST,0270,,ac,,2D,009,
5921,GZGHST02922D07,GZG,HST,0292,,,,2D,007,
5922,GZGHST02922D08,GZG,HST,0292,,,,2D,008,
5923,GZGHST02922D07,GZG,HST,0292,,,,2D,007,
5924,GZGHST02922D08,GZG,HST,0292,,,,2D,008,
5925,GZGHST02922D17,GZG,HST,0292,,,,2D,017,
5926,GZGHST02922D18,GZG,HST,0292,,,,2D,018,
5927,GZGHST02922D21,GZG,HST,0292,,,,2D,021,
5928,GZGHST02922D03,GZG,HST,0292,,,,2D,003,
5929,GZGHST0846ae2D06,GZG,HST,0846,,ae,,2D,006,
5930,GZGHST0846ae2D07,GZG,HST,0846,,ae,,2D,007,
5931,GZGHST0846ae2D09b,GZG,HST,0846,,ae,,2D,09b,
5932,GZGHST0846ae2D06,GZG,HST,0846,,ae,,2D,006,
5933,GZGHST0846ae2D07,GZG,HST,0846,,ae,,2D,007,
5934,GZGHST0846ae2D09c,GZG,HST,0846,,ae,,2D,09c,
5935,GZGHST0846ae2D06,GZG,HST,0846,,ae,,2D,006,
5936,GZGHST0846ae2D07,GZG,HST,0846,,ae,,2D,007,
5937,GZGHST0846ae2D09d,GZG,HST,0846,,ae,,2D,09d,
5938,GZGHST0846ae2D07,GZG,HST,0846,,ae,,2D,007,
5939,GZGHST0846ae2D09e,GZG,HST,0846,,ae,,2D,09e,
5940,GZGHST0846ae2D06,GZG,HST,0846,,ae,,2D,006,
5941,GZGHST0846ae2D09a,GZG,HST,0846,,ae,,2D,09a,
5942,GZGHST0846ae2D07,GZG,HST,0846,,ae,,2D,007,
5943,GZGHST0846ae2D06,GZG,HST,0846,,ae,,2D,006,
5944,GZGHST02442D12,GZG,HST,0244,,,,2D,012,
5945,GZGHST02442D12,GZG,HST,0244,,,,2D,012,
5946,GZGHST02442D04,GZG,HST,0244,,,,2D,004,
5947,GZGHST03562D09,GZG,HST,0356,,,,2D,009,
5948,GZGHST03562D09,GZG,HST,0356,,,,2D,009,
5949,GZGHST03562D05,GZG,HST,0356,,,,2D,005,
5950,GZGHST03562D02,GZG,HST,0356,,,,2D,002,
5951,GZGHST04002D08,GZG,HST,0400,,,,2D,008,
5952,GZGHST04002D03,GZG,HST,0400,,,,2D,003,
5953,GZGHST04002D06,GZG,HST,0400,,,,2D,006,
5954,GZGHST04002D05,GZG,HST,0400,,,,2D,005,
5955,GZGHST05222D05,GZG,HST,0522,,,,2D,005,
5956,GZGHST05222D10,GZG,HST,0522,,,,2D,010,
5957,GZGHST05222D12,GZG,HST,0522,,,,2D,012,
5958,GZGHST05222D05,GZG,HST,0522,,,,2D,005,
5959,GZGHST05222D10,GZG,HST,0522,,,,2D,010,
5960,GZGHST05222D03,GZG,HST,0522,,,,2D,003,
5961,GZGHST05222D12,GZG,HST,0522,,,,2D,012,
5962,GZGHST05222D04,GZG,HST,0522,,,,2D,004,
5963,GZGHST05802D10,GZG,HST,0580,,,,2D,010,
5964,GZGHST05802D04,GZG,HST,0580,,,,2D,004,
5965,GZGHST09652D07,GZG,HST,0965,,,,2D,007,
5966,GZGHST09652D09,GZG,HST,0965,,,,2D,009,
5967,GZGHST09652D12,GZG,HST,0965,,,,2D,012,
5968,GZGHST09652D07,GZG,HST,0965,,,,2D,007,
5969,GZGHST09652D09,GZG,HST,0965,,,,2D,009,
5970,GZGHST09652D12,GZG,HST,0965,,,,2D,012,
5971,GZGHST09652D03,GZG,HST,0965,,,,2D,003,
5972,GZGHST09652D05,GZG,HST,0965,,,,2D,005,
5973,GZGHST09652D06,GZG,HST,0965,,,,2D,006,
5974,GZGHST09652D02,GZG,HST,0965,,,,2D,002,
5975,GZGHST09652D12,GZG,HST,0965,,,,2D,012,
5976,GZGHST10602D06,GZG,HST,1060,,,,2D,006,
5977,GZGHST10602D03,GZG,HST,1060,,,,2D,003,
5978,GZGHST10602D06,GZG,HST,1060,,,,2D,006,
5979,GZGHST06832D20,GZG,HST,0683,,,,2D,020,
5980,GZGHST06832D20,GZG,HST,0683,,,,2D,020,
5981,GZGHST06832D08,GZG,HST,0683,,,,2D,008,
5982,GZGHST06832D04,GZG,HST,0683,,,,2D,004,
5983,GZGHST06832D04,GZG,HST,0683,,,,2D,004,
5984,GZGHST00962D07,GZG,HST,0096,,,,2D,007,
5985,GZGHST00962D10,GZG,HST,0096,,,,2D,010,
5986,GZGHST00962D07,GZG,HST,0096,,,,2D,007,
5987,GZGHST00962D10,GZG,HST,0096,,,,2D,010,
5988,GZGHST00962D06,GZG,HST,0096,,,,2D,006,
5989,GZGHST00962D05,GZG,HST,0096,,,,2D,005,
5990,GZGHST00962D02,GZG,HST,0096,,,,2D,002,
5991,GZGHST07122D06,GZG,HST,0712,,,,2D,006,
5992,GZGHST07122D08,GZG,HST,0712,,,,2D,008,
5993,GZGHST07122D09,GZG,HST,0712,,,,2D,009,
5994,GZGHST07122D06,GZG,HST,0712,,,,2D,006,
5995,GZGHST07122D08,GZG,HST,0712,,,,2D,008,
5996,GZGHST07122D03,GZG,HST,0712,,,,2D,003,
5997,GZGHST07122D04,GZG,HST,0712,,,,2D,004,
5998,GZGHST07122D09,GZG,HST,0712,,,,2D,009,
5999,GZGHST07122D02,GZG,HST,0712,,,,2D,002,
6000,GZGHST02412D08,GZG,HST,0241,,,,2D,008,
6001,GZGHST02412D12,GZG,HST,0241,,,,2D,012,
6002,GZGHST05602D08,GZG,HST,0560,,,,2D,008,
6003,GZGHST05622D11,GZG,HST,0562,,,,2D,011,
6004,GZGHST05622D04,GZG,HST,0562,,,,2D,004,
6005,GZGHST05632D08,GZG,HST,0563,,,,2D,008,
6006,GZGHST05632D12,GZG,HST,0563,,,,2D,012,
6007,GZGHST06952D09,GZG,HST,0695,,,,2D,009,
6008,GZGHST06952D03,GZG,HST,0695,,,,2D,003,
6009,GZGHST10022D11,GZG,HST,1002,,,,2D,011,
6010,GZGHST02412D05,GZG,HST,0241,,,,2D,005,
6011,GZGHST02412D06,GZG,HST,0241,,,,2D,006,
6012,GZGHST02412D08,GZG,HST,0241,,,,2D,008,
6013,GZGHST02412D12,GZG,HST,0241,,,,2D,012,
6014,GZGHST02412D12,GZG,HST,0241,,,,2D,012,
6015,GZGHST05602D04,GZG,HST,0560,,,,2D,004,
6016,GZGHST05602D08,GZG,HST,0560,,,,2D,008,
6017,BremervrdeG,BremervrdeG,,,,,,,,
6018,GZGHST10022D07,GZG,HST,1002,,,,2D,007,
6019,GZGHST10022D11,GZG,HST,1002,,,,2D,011,
6020,GZGHST10022D15,GZG,HST,1002,,,,2D,015,
6021,GZGHST03642D07,GZG,HST,0364,,,,2D,007,
6022,GZGHST06832D16,GZG,HST,0683,,,,2D,016,
6023,GZGHST02412D05,GZG,HST,0241,,,,2D,005,
6024,GZGHST02412D06,GZG,HST,0241,,,,2D,006,
6025,GZGHST02412D08,GZG,HST,0241,,,,2D,008,
6026,GZGHST02412D12,GZG,HST,0241,,,,2D,012,
6027,GZGHST05602D04,GZG,HST,0560,,,,2D,004,
6028,GZGHST05602D08,GZG,HST,0560,,,,2D,008,
6029,GZGHST05622D08,GZG,HST,0562,,,,2D,008,
6030,GZGHST05622D11,GZG,HST,0562,,,,2D,011,
6031,GZGHST05632D07,GZG,HST,0563,,,,2D,007,
6032,GZGHST05632D08,GZG,HST,0563,,,,2D,008,
6033,GZGHST06952D07,GZG,HST,0695,,,,2D,007,
6034,GZGHST06952D08,GZG,HST,0695,,,,2D,008,
6035,GZGHST06952D09,GZG,HST,0695,,,,2D,009,
6036,GZGHST10022D11,GZG,HST,1002,,,,2D,011,
6037,GZGHST10022D07,GZG,HST,1002,,,,2D,007,
6038,AIG523OSmUK2DoFS,,AIG,0523,,,OSmUK,2D,,oFS
6039,AIG523OSmUK2DmFS,,AIG,0523,,,OSmUK,2D,,mFS
6040,AIG523OSmUK2DoFS,,AIG,0523,,,OSmUK,2D,,oFS
6041,AIG523OSmitUK001,,AIG,0523,,,OSmitUK,,001,
6042,AIG523OSmitUK005,,AIG,0523,,,OSmitUK,,005,
6043,AIG523OSmitUK011,,AIG,0523,,,OSmitUK,,011,
6044,AIG523OSmitUK017,,AIG,0523,,,OSmitUK,,017,
6045,AIG523OSmitUK081,,AIG,0523,,,OSmitUK,,081,
6046,AIG523OSmitUK,,AIG,0523,,,OSmitUK,,,
6047,AIG642OS2DoFS,,AIG,0642,,,OS,2D,,oFS
6048,AIG642OS001,,AIG,0642,,,OS,,001,
6049,AIG642OS005,,AIG,0642,,,OS,,005,
6050,AIG642OS011,,AIG,0642,,,OS,,011,
6051,AIG642OS017,,AIG,0642,,,OS,,017,
6052,AIG642OS081,,AIG,0642,,,OS,,081,
6053,AIG642OS,,AIG,0642,,,OS,,,
6054,AIG590OSmUK2DoFS,,AIG,0590,,,OSmUK,2D,,oFS
6055,AIG590OSmUK2DmFS,,AIG,0590,,,OSmUK,2D,,mFS
6056,AIG590OSmUK2DoFS,,AIG,0590,,,OSmUK,2D,,oFS
