SEQ,Orig Filename,INST.1,INST.2,INST.#,INST.#.2,INST.3A,DESC,Dimension,Foto-ID,Farbskala
1422,GZGHST0444MegadendronsaxonicumFarbskala,GZG,HST,0444,,,Megadendronsaxonicum,,,Farbskala
1423,GZGHST04442D04,GZG,HST,0444,,,,2D,004,
1424,GZGHST04442D04,GZG,HST,0444,,,,2D,004,
1425,AIG336bersicht,,AIG,0336,,,bersicht,,,
1426,AIG336a,,AIG,0336,,a,,,,
1427,AIG336b,,AIG,0336,,b,,,,
1428,AIG336bersicht,,AIG,0336,,,bersicht,,,
1429,AIG336c,,AIG,0336,,c,,,,
1430,AIG336d,,AIG,0336,,d,,,,
1431,AIG336e,,AIG,0336,,e,,,,
1432,AIG336f,,AIG,0336,,f,,,,
1433,AIG336g,,AIG,0336,,g,,,,
1434,AIG336h,,AIG,0336,,h,,,,
1435,AIG331bersicht,,AIG,0331,,,bersicht,,,
1436,AIG331bersicht,,AIG,0331,,,bersicht,,,
1437,AIG331a,,AIG,0331,,a,,,,
1438,AIG331b,,AIG,0331,,b,,,,
1439,AIG331c,,AIG,0331,,c,,,,
1440,AIG331d,,AIG,0331,,d,,,,
1441,AIG331e,,AIG,0331,,e,,,,
1442,AIG331f,,AIG,0331,,f,,,,
1443,AIG331g,,AIG,0331,,g,,,,
1444,AIG331h,,AIG,0331,,h,,,,
1445,GZGHST01252D06,GZG,HST,0125,,,,2D,006,
1446,GZGHST01252D03,GZG,HST,0125,,,,2D,003,
1447,GZGHST01252D11,GZG,HST,0125,,,,2D,011,
1448,AIG348a,,AIG,0348,,a,,,,
1449,AIG348b,,AIG,0348,,b,,,,
1450,AIG348c,,AIG,0348,,c,,,,
1451,AIG348d,,AIG,0348,,d,,,,
1452,AIG348e,,AIG,0348,,e,,,,
1453,AIG348f,,AIG,0348,,f,,,,
1454,AIG348g,,AIG,0348,,g,,,,
1455,AIG348h,,AIG,0348,,h,,,,
1456,AIG350bersicht,,AIG,0350,,,bersicht,,,
1457,AIG350a,,AIG,0350,,a,,,,
1458,AIG350b,,AIG,0350,,b,,,,
1459,AIG350c,,AIG,0350,,c,,,,
1460,AIG350d,,AIG,0350,,d,,,,
1461,AIG350e,,AIG,0350,,e,,,,
1462,AIG350f,,AIG,0350,,f,,,,
1463,AIG350bersicht,,AIG,0350,,,bersicht,,,
1464,AIG350g,,AIG,0350,,g,,,,
1465,AIG350h,,AIG,0350,,h,,,,
1466,AIG351bersicht,,AIG,0351,,,bersicht,,,
1467,AIG351a,,AIG,0351,,a,,,,
1468,AIG351b,,AIG,0351,,b,,,,
1469,AIG351c,,AIG,0351,,c,,,,
1470,AIG351d,,AIG,0351,,d,,,,
1471,AIG351e,,AIG,0351,,e,,,,
1472,AIG351f,,AIG,0351,,f,,,,
1473,AIG351g,,AIG,0351,,g,,,,
1474,AIG351bersicht,,AIG,0351,,,bersicht,,,
1475,AIG351h,,AIG,0351,,h,,,,
1476,AIG353bersicht,,AIG,0353,,,bersicht,,,
1477,AIG353a,,AIG,0353,,a,,,,
1478,AIG353b,,AIG,0353,,b,,,,
1479,AIG353c,,AIG,0353,,c,,,,
1480,AIG353d,,AIG,0353,,d,,,,
1481,AIG353e,,AIG,0353,,e,,,,
1482,AIG353f,,AIG,0353,,f,,,,
1483,AIG353g,,AIG,0353,,g,,,,
1484,AIG353bersicht,,AIG,0353,,,bersicht,,,
1485,AIG353h,,AIG,0353,,h,,,,
1486,AIG353Detail3,,AIG,0353,,,Detail3,,,
1487,AIG354bersicht,,AIG,0354,,,bersicht,,,
1488,AIG354a,,AIG,0354,,a,,,,
1489,AIG354b,,AIG,0354,,b,,,,
1490,AIG354c,,AIG,0354,,c,,,,
1491,AIG354d,,AIG,0354,,d,,,,
1492,AIG354e,,AIG,0354,,e,,,,
1493,AIG354bersicht,,AIG,0354,,,bersicht,,,
1494,AIG354f,,AIG,0354,,f,,,,
1495,AIG354g,,AIG,0354,,g,,,,
1496,AIG354h,,AIG,0354,,h,,,,
1497,GZGHST01062D07,GZG,HST,0106,,,,2D,007,
1498,AIG356USmitUK91,,AIG,0356,,,UsmitUK,,091,
1499,AIG358bersicht,,AIG,0358,,,bersicht,,,
1500,AIG358bersicht,,AIG,0358,,,bersicht,,,
1501,AIG358Detail1,,AIG,0358,,,Detail1,,,
1502,AIG359bersicht,,AIG,0359,,,bersicht,,,
1503,AIG359bersicht,,AIG,0359,,,bersicht,,,
1504,AIG368bersicht,,AIG,0368,,,bersicht,,,
1505,AIG368a,,AIG,0368,,a,,,,
1506,AIG368b,,AIG,0368,,b,,,,
1507,AIG368c,,AIG,0368,,c,,,,
1508,AIG368d,,AIG,0368,,d,,,,
1509,AIG368e,,AIG,0368,,e,,,,
1510,AIG368bersicht,,AIG,0368,,,bersicht,,,
1511,AIG368f,,AIG,0368,,f,,,,
1512,AIG368g,,AIG,0368,,g,,,,
1513,AIG368h,,AIG,0368,,h,,,,
1514,AIG377bersicht,,AIG,0377,,,bersicht,,,
1515,AIG377a,,AIG,0377,,a,,,,
1516,AIG377c,,AIG,0377,,c,,,,
1517,AIG377e,,AIG,0377,,e,,,,
1518,AIG377f,,AIG,0377,,f,,,,
1519,AIG377g,,AIG,0377,,g,,,,
1520,AIG377d,,AIG,0377,,d,,,,
1521,AIG377h,,AIG,0377,,h,,,,
1522,AIG377bersicht,,AIG,0377,,,bersicht,,,
1523,AIG378bersicht,,AIG,0378,,,bersicht,,,
1524,AIG378a,,AIG,0378,,a,,,,
1525,AIG378b,,AIG,0378,,b,,,,
1526,AIG378c,,AIG,0378,,c,,,,
1527,AIG378d,,AIG,0378,,d,,,,
1528,AIG378e,,AIG,0378,,e,,,,
1529,AIG378bersicht,,AIG,0378,,,bersicht,,,
1530,AIG378f,,AIG,0378,,f,,,,
1531,AIG378g,,AIG,0378,,g,,,,
1532,AIG378h,,AIG,0378,,h,,,,
1533,AIG386bersicht,,AIG,0386,,,bersicht,,,
1534,AIG386a,,AIG,0386,,a,,,,
1535,AIG386b,,AIG,0386,,b,,,,
1536,AIG386c,,AIG,0386,,c,,,,
1537,AIG386d,,AIG,0386,,d,,,,
1538,AIG386e,,AIG,0386,,e,,,,
1539,AIG386bersicht,,AIG,0386,,,bersicht,,,
1540,AIG386f,,AIG,0386,,f,,,,
1541,AIG386g,,AIG,0386,,g,,,,
1542,AIG386h,,AIG,0386,,h,,,,
1543,AIG389bersicht,,AIG,0389,,,bersicht,,,
1544,AIG389a,,AIG,0389,,a,,,,
1545,AIG389b,,AIG,0389,,b,,,,
1546,AIG389c,,AIG,0389,,c,,,,
1547,AIG389d,,AIG,0389,,d,,,,
1548,AIG389e,,AIG,0389,,e,,,,
1549,AIG389f,,AIG,0389,,f,,,,
1550,AIG389g,,AIG,0389,,g,,,,
1551,AIG389bersicht,,AIG,0389,,,bersicht,,,
1552,AIG389h,,AIG,0389,,h,,,,
1553,AIG390bersicht,,AIG,0390,,,bersicht,,,
1554,AIG390a,,AIG,0390,,a,,,,
1555,AIG390b,,AIG,0390,,b,,,,
1556,AIG390c,,AIG,0390,,c,,,,
1557,AIG390d,,AIG,0390,,d,,,,
1558,AIG390bersicht,,AIG,0390,,,bersicht,,,
1559,AIG390e,,AIG,0390,,e,,,,
1560,AIG390f,,AIG,0390,,f,,,,
1561,AIG390g,,AIG,0390,,g,,,,
1562,AIG390h,,AIG,0390,,h,,,,
1563,AIG397bersicht,,AIG,0397,,,bersicht,,,
1564,AIG397a,,AIG,0397,,a,,,,
1565,AIG397b,,AIG,0397,,b,,,,
1566,AIG397c,,AIG,0397,,c,,,,
1567,AIG397d,,AIG,0397,,d,,,,
1568,AIG397e,,AIG,0397,,e,,,,
1569,AIG397f,,AIG,0397,,f,,,,
1570,AIG397g,,AIG,0397,,g,,,,
1571,AIG397bersicht,,AIG,0397,,,bersicht,,,
1572,AIG397h,,AIG,0397,,h,,,,
1573,AIG398bersicht,,AIG,0398,,,bersicht,,,
1574,AIG398a,,AIG,0398,,a,,,,
1575,AIG398b,,AIG,0398,,b,,,,
1576,AIG398c,,AIG,0398,,c,,,,
1577,AIG398d,,AIG,0398,,d,,,,
1578,AIG398e,,AIG,0398,,e,,,,
1579,AIG398bersicht,,AIG,0398,,,bersicht,,,
1580,AIG398f,,AIG,0398,,f,,,,
1581,AIG398g,,AIG,0398,,g,,,,
1582,AIG398h,,AIG,0398,,h,,,,
1583,AIG399bersicht,,AIG,0399,,,bersicht,,,
1584,AIG399a,,AIG,0399,,a,,,,
1585,AIG399b,,AIG,0399,,b,,,,
1586,AIG399c,,AIG,0399,,c,,,,
1587,AIG399d,,AIG,0399,,d,,,,
1588,AIG399e,,AIG,0399,,e,,,,
1589,AIG399f,,AIG,0399,,f,,,,
1590,AIG399g,,AIG,0399,,g,,,,
1591,AIG399h,,AIG,0399,,h,,,,
1592,AIG400bersicht,,AIG,0400,,,bersicht,,,
1593,AIG400a,,AIG,0400,,a,,,,
1594,AIG400b,,AIG,0400,,b,,,,
1595,AIG400c,,AIG,0400,,c,,,,
1596,AIG400d,,AIG,0400,,d,,,,
1597,AIG400f,,AIG,0400,,f,,,,
1598,AIG400bersicht,,AIG,0400,,,bersicht,,,
1599,AIG400g,,AIG,0400,,g,,,,
1600,AIG400h,,AIG,0400,,h,,,,
1601,AIG401bersicht,,AIG,0401,,,bersicht,,,
1602,AIG401a,,AIG,0401,,a,,,,
1603,AIG401b,,AIG,0401,,b,,,,
1604,AIG401c,,AIG,0401,,c,,,,
1605,AIG401d,,AIG,0401,,d,,,,
1606,AIG401e,,AIG,0401,,e,,,,
1607,AIG402bersicht,,AIG,0402,,,bersicht,,,
1608,AIG402bersicht,,AIG,0402,,,bersicht,,,
1609,AIG402Detail1,,AIG,0402,,,Detail1,,,
1610,AIG402Detail3,,AIG,0402,,,Detail3,,,
1611,AIG402Detail4,,AIG,0402,,,Detail4,,,
1612,AIG403bersicht,,AIG,0403,,,bersicht,,,
1613,AIG403bersicht,,AIG,0403,,,bersicht,,,
1614,AIG403Detail1,,AIG,0403,,,Detail1,,,
1615,AIG403Detail2,,AIG,0403,,,Detail2,,,
1616,AIG403Detail3,,AIG,0403,,,Detail3,,,
1617,AIG404bersicht,,AIG,0404,,,bersicht,,,
1618,AIG404a,,AIG,0404,,a,,,,
1619,AIG404b,,AIG,0404,,b,,,,
1620,AIG404c,,AIG,0404,,c,,,,
1621,AIG404d,,AIG,0404,,d,,,,
1622,AIG404e,,AIG,0404,,e,,,,
1623,AIG404f,,AIG,0404,,f,,,,
1624,AIG404g,,AIG,0404,,g,,,,
1625,AIG404bersicht,,AIG,0404,,,bersicht,,,
1626,AIG404h,,AIG,0404,,h,,,,
1627,AIG406bersicht,,AIG,0406,,,bersicht,,,
1628,AIG406bersicht,,AIG,0406,,,bersicht,,,
1629,AIG407bersicht2,,AIG,0407,,,bersicht2,,,
1630,AIG407Detail1,,AIG,0407,,,Detail1,,,
1631,AIG407bersicht1,,AIG,0407,,,bersicht1,,,
1632,AIG407bersicht2,,AIG,0407,,,bersicht2,,,
1633,AIG410bersicht,,AIG,0410,,,bersicht,,,
1634,AIG410a,,AIG,0410,,a,,,,
1635,AIG410b,,AIG,0410,,b,,,,
1636,AIG410c,,AIG,0410,,c,,,,
1637,AIG410d,,AIG,0410,,d,,,,
1638,AIG410e,,AIG,0410,,e,,,,
1639,AIG410f,,AIG,0410,,f,,,,
1640,AIG410bersicht,,AIG,0410,,,bersicht,,,
1641,AIG410g,,AIG,0410,,g,,,,
1642,AIG410h,,AIG,0410,,h,,,,
1643,AIG411bersicht,,AIG,0411,,,bersicht,,,
1644,AIG411a,,AIG,0411,,a,,,,
1645,AIG411b,,AIG,0411,,b,,,,
1646,AIG411c,,AIG,0411,,c,,,,
1647,AIG411d,,AIG,0411,,d,,,,
1648,AIG411e,,AIG,0411,,e,,,,
1649,AIG411f,,AIG,0411,,f,,,,
1650,AIG411g,,AIG,0411,,g,,,,
1651,AIG411bersicht,,AIG,0411,,,bersicht,,,
1652,AIG411h,,AIG,0411,,h,,,,
1653,GZGHST04392D08,GZG,HST,0439,,,,2D,008,
1654,GZGHST04392D10,GZG,HST,0439,,,,2D,010,
1655,GZGHST05872D14,GZG,HST,0587,,,,2D,014,
1656,GZGHST05872D09,GZG,HST,0587,,,,2D,009,
1657,GZGHST05872D06,GZG,HST,0587,,,,2D,006,
1658,GZGHST05872D05,GZG,HST,0587,,,,2D,005,
1659,GZGHST05872D06,GZG,HST,0587,,,,2D,006,
1660,GZGHST05882D11,GZG,HST,0588,,,,2D,011,
1661,GZGHST05882D12,GZG,HST,0588,,,,2D,012,
1662,GZGHST05882D09,GZG,HST,0588,,,,2D,009,
1663,GZGHST05882D06,GZG,HST,0588,,,,2D,006,
1664,GZGHST05882D05,GZG,HST,0588,,,,2D,005,
1665,GZGHST05882D06,GZG,HST,0588,,,,2D,006,
1666,GZGHST05892D05,GZG,HST,0589,,,,2D,005,
1667,GZGHST05892D07,GZG,HST,0589,,,,2D,007,
1668,GZGHST05892D02,GZG,HST,0589,,,,2D,002,
1669,GZGHST05892D10,GZG,HST,0589,,,,2D,010,
1670,GZGHST05902D09,GZG,HST,0590,,,,2D,009,
1671,GZGHST05902D10,GZG,HST,0590,,,,2D,010,
1672,GZGHST05902D06,GZG,HST,0590,,,,2D,006,
1673,GZGHST05902D02,GZG,HST,0590,,,,2D,002,
1674,GZGHST05902D02,GZG,HST,0590,,,,2D,002,
1675,GZGHST05902D02,GZG,HST,0590,,,,2D,002,
1676,GZGHST06002D10,GZG,HST,0600,,,,2D,010,
1677,GZGHST06002D06,GZG,HST,0600,,,,2D,006,
1678,GZGHST06002D03,GZG,HST,0600,,,,2D,003,
1679,GZGHST0653a2D10,GZG,HST,0653,,a,,2D,010,
1680,GZGHST0653a2D08,GZG,HST,0653,,a,,2D,008,
1681,GZGHST0653b2D08,GZG,HST,0653,,b,,2D,008,
1682,GZGHST0653b2D09,GZG,HST,0653,,b,,2D,009,
1683,GZGHST0653b2D07,GZG,HST,0653,,b,,2D,007,
1684,GZGHST0653a2D05,GZG,HST,0653,,a,,2D,005,
1685,GZGHST0653b2D04,GZG,HST,0653,,b,,2D,004,
1686,GZGHST06032D14,GZG,HST,0603,,,,2D,014,
1687,GZGHST06032D15,GZG,HST,0603,,,,2D,015,
1688,GZGHST06032D07,GZG,HST,0603,,,,2D,007,
1689,GZGHST06032D04,GZG,HST,0603,,,,2D,004,
1690,GZGHST06032D03,GZG,HST,0603,,,,2D,003,
1691,GZGHST06032D04,GZG,HST,0603,,,,2D,004,
1692,GZGHST06082D11,GZG,HST,0608,,,,2D,011,
1693,GZGHST06082D14,GZG,HST,0608,,,,2D,014,
1694,GZGHST06082D08,GZG,HST,0608,,,,2D,008,
1695,GZGHST06082D05,GZG,HST,0608,,,,2D,005,
1696,GZGHST06082D04,GZG,HST,0608,,,,2D,004,
1697,GZGHST06082D05,GZG,HST,0608,,,,2D,005,
1698,GZGHST06092D11,GZG,HST,0609,,,,2D,011,
1699,GZGHST06092D14,GZG,HST,0609,,,,2D,014,
1700,GZGHST06092D07,GZG,HST,0609,,,,2D,007,
1701,GZGHST06092D04,GZG,HST,0609,,,,2D,004,
1702,GZGHST06092D03,GZG,HST,0609,,,,2D,003,
1703,GZGHST06092D04,GZG,HST,0609,,,,2D,004,
1704,GZGHST06542D09,GZG,HST,0654,,,,2D,009,
1705,GZGHST06542D05,GZG,HST,0654,,,,2D,005,
1706,GZGHST06542D03,GZG,HST,0654,,,,2D,003,
1707,GZGHST06542D02,GZG,HST,0654,,,,2D,002,
1708,GZGHST06542D03,GZG,HST,0654,,,,2D,003,
1709,GZGHST06552D08,GZG,HST,0655,,,,2D,008,
1710,GZGHST06552D09,GZG,HST,0655,,,,2D,009,
1711,GZGHST06552D06,GZG,HST,0655,,,,2D,006,
1712,GZGHST06552D03,GZG,HST,0655,,,,2D,003,
1713,GZGHST05862D10,GZG,HST,0586,,,,2D,010,
1714,GZGHST05862D12,GZG,HST,0586,,,,2D,012,
1715,GZGHST05862D09,GZG,HST,0586,,,,2D,009,
1716,GZGHST05862D04,GZG,HST,0586,,,,2D,004,
1717,GZGHST05862D03,GZG,HST,0586,,,,2D,003,
1718,GZGHST05862D04,GZG,HST,0586,,,,2D,004,
1719,GZGHST05912D09,GZG,HST,0591,,,,2D,009,
1720,GZGHST05912D05,GZG,HST,0591,,,,2D,005,
1721,GZGHST05912D02,GZG,HST,0591,,,,2D,002,
1722,GZGHST05912D03,GZG,HST,0591,,,,2D,003,
1723,GZGHST06562D09,GZG,HST,0656,,,,2D,009,
1724,GZGHST06562D08,GZG,HST,0656,,,,2D,008,
1725,GZGHST06562D03,GZG,HST,0656,,,,2D,003,
1726,GZGHST06562D03,GZG,HST,0656,,,,2D,003,
1727,GZGHST06562D04,GZG,HST,0656,,,,2D,004,
1728,GZGHST05922D11,GZG,HST,0592,,,,2D,011,
1729,GZGHST05922D06,GZG,HST,0592,,,,2D,006,
1730,GZGHST05922D02,GZG,HST,0592,,,,2D,002,
1731,GZGHST05922D03,GZG,HST,0592,,,,2D,003,
1732,GZGHST05992D08,GZG,HST,0599,,,,2D,008,
1733,GZGHST06572D04,GZG,HST,0657,,,,2D,004,
1734,GZGHST06572D03,GZG,HST,0657,,,,2D,003,
1735,GZGHST06582D06,GZG,HST,0658,,,,2D,006,
1736,GZGHST06582D04,GZG,HST,0658,,,,2D,004,
1737,GZGHST06582D07,GZG,HST,0658,,,,2D,007,
1738,GZGHST06572D08,GZG,HST,0657,,,,2D,008,
1739,GZGHST06592D05,GZG,HST,0659,,,,2D,005,
1740,GZGHST06592D03,GZG,HST,0659,,,,2D,003,
1741,GZGHST06592D07,GZG,HST,0659,,,,2D,007,
1742,GZGHST0577059305942D08,GZG,HST,0577,5930594,,,2D,008,
1743,GZGHST0577059305942D09,GZG,HST,0577,5930594,,,2D,009,
1744,GZGHST0577059305942D03,GZG,HST,0577,5930594,,,2D,003,
1745,GZGHST0577059305942D06,GZG,HST,0577,5930594,,,2D,006,
1746,GZGHST057805952D10,GZG,HST,0578,0595,,,2D,010,
1747,GZGHST057805952D03,GZG,HST,0578,0595,,,2D,003,
1748,GZGHST05782D02,GZG,HST,0578,,,,2D,002,
1749,GZGHST05952D02,GZG,HST,0595,,,,2D,002,
1750,GZGHST05772D01,GZG,HST,0577,,,,2D,001,
1751,GZGHST05772D02,GZG,HST,0577,,,,2D,002,
1752,GZGHST05932D01,GZG,HST,0593,,,,2D,001,
1753,GZGHST05932D02,GZG,HST,0593,,,,2D,002,
1754,GZGHST05942D01,GZG,HST,0594,,,,2D,001,
1755,GZGHST05942D02,GZG,HST,0594,,,,2D,002,
1756,GZGHST0577059305942D03,GZG,HST,0577,5930594,,,2D,003,
1757,GZGHST05772D03,GZG,HST,0577,,,,2D,003,
1758,GZGHST05932D03,GZG,HST,0593,,,,2D,003,
1759,GZGHST05942D03,GZG,HST,0594,,,,2D,003,
1760,GZGHST05782D03,GZG,HST,0578,,,,2D,003,
1761,GZGHST05782D04,GZG,HST,0578,,,,2D,004,
1762,GZGHST05952D03,GZG,HST,0595,,,,2D,003,
1763,GZGHST05952D05,GZG,HST,0595,,,,2D,005,
1764,GZGHST05822D10,GZG,HST,0582,,,,2D,010,
1765,GZGHST05822D02,GZG,HST,0582,,,,2D,002,
1766,GZGHST05832D10,GZG,HST,0583,,,,2D,010,
1767,GZGHST05822D07,GZG,HST,0582,,,,2D,007,
1768,GZGHST05832D05,GZG,HST,0583,,,,2D,005,
1769,GZGHST05842D08,GZG,HST,0584,,,,2D,008,
1770,GZGHST05842D04,GZG,HST,0584,,,,2D,004,
1771,GZGHST0596059705982D09,GZG,HST,0596,5970598,,,2D,009,
1772,GZGHST0596059705982D07,GZG,HST,0596,5970598,,,2D,007,
1773,GZGHST05962D03,GZG,HST,0596,,,,2D,003,
1774,GZGHST0596059705982D07,GZG,HST,0596,5970598,,,2D,007,
1775,GZGHST05972D01,GZG,HST,0597,,,,2D,001,
1776,GZGHST0596059705982D07,GZG,HST,0596,5970598,,,2D,007,
1777,GZGHST05982D01,GZG,HST,0598,,,,2D,001,
1778,GZGHST0596059705982D03,GZG,HST,0596,5970598,,,2D,003,
1779,GZGHST0596059705982D03,GZG,HST,0596,5970598,,,2D,003,
1780,GZGHST0596059705982D04,GZG,HST,0596,5970598,,,2D,004,
1781,GZGHST00452D09,GZG,HST,0045,,,,2D,009,
1782,GZGHST00452D07,GZG,HST,0045,,,,2D,007,
1783,GZGHST00452D04,GZG,HST,0045,,,,2D,004,
1784,GZGHST00452D04,GZG,HST,0045,,,,2D,004,
1785,GZGHST01212D08,GZG,HST,0121,,,,2D,008,
1786,GZGHST01212D05,GZG,HST,0121,,,,2D,005,
1787,GZGHST02302D06,GZG,HST,0230,,,,2D,006,
1788,GZGHST02302D08,GZG,HST,0230,,,,2D,008,
1789,GZGHST02302D11,GZG,HST,0230,,,,2D,011,
1790,GZGHST02302D02,GZG,HST,0230,,,,2D,002,
1791,GZGHST02302D03,GZG,HST,0230,,,,2D,003,
1792,GZGHST04372D12,GZG,HST,0437,,,,2D,012,
1793,GZGHST04372D07,GZG,HST,0437,,,,2D,007,
1794,GZGHST04372D04,GZG,HST,0437,,,,2D,004,
1795,GZGHST04372D03,GZG,HST,0437,,,,2D,003,
1796,GZGHST04462D14,GZG,HST,0446,,,,2D,014,
1797,GZGHST04462D18,GZG,HST,0446,,,,2D,018,
1798,GZGHST04462D11,GZG,HST,0446,,,,2D,011,
1799,GZGHST04462D03,GZG,HST,0446,,,,2D,003,
1800,GZGHST04462D02,GZG,HST,0446,,,,2D,002,
1801,GZGHST04462D03,GZG,HST,0446,,,,2D,003,
1802,GZGHST0431ac2D07,GZG,HST,0431,,ac,,2D,007,
1803,GZGHST0431a2D05,GZG,HST,0431,,a,,2D,005,
1804,GZGHST0431b2D03,GZG,HST,0431,,b,,2D,003,
1805,GZGHST0431c2D03,GZG,HST,0431,,c,,2D,003,
1806,GZGHST0431ac2D04,GZG,HST,0431,,ac,,2D,004,
1807,GZGHST05312D10,GZG,HST,0531,,,,2D,010,
1808,GZGHST05312D07,GZG,HST,0531,,,,2D,007,
1809,GZGHST05312D03,GZG,HST,0531,,,,2D,003,
1810,GZGHST0535b2D01,GZG,HST,0535,,b,,2D,001,
1811,GZGHST0535b2D05,GZG,HST,0535,,b,,2D,005,
1812,GZGHST0535b2D06,GZG,HST,0535,,b,,2D,006,
1813,GZGHST0535c2D01,GZG,HST,0535,,c,,2D,001,
1814,GZGHST0535c2D03,GZG,HST,0535,,c,,2D,003,
1815,GZGHST0535c2D06,GZG,HST,0535,,c,,2D,006,
1816,GZGHST0535ac2D02,GZG,HST,0535,,ac,,2D,002,
1817,AIG412bersicht,,AIG,0412,,,bersicht,,,
1818,AIG412bersicht,,AIG,0412,,,bersicht,,,
1819,AIG412Detail1,,AIG,0412,,,Detail1,,,
1820,AIG412bersicht,,AIG,0412,,,bersicht,,,
1821,AIG412bersicht,,AIG,0412,,,bersicht,,,
1822,AIG413bersicht,,AIG,0413,,,bersicht,,,
1823,AIG413a,,AIG,0413,,a,,,,
1824,AIG413b,,AIG,0413,,b,,,,
1825,AIG413bersicht,,AIG,0413,,,bersicht,,,
1826,AIG413c,,AIG,0413,,c,,,,
1827,AIG413d,,AIG,0413,,d,,,,
1828,AIG413e,,AIG,0413,,e,,,,
1829,AIG413f,,AIG,0413,,f,,,,
1830,AIG413g,,AIG,0413,,g,,,,
1831,AIG413h,,AIG,0413,,h,,,,
1832,AIG413Detail1,,AIG,0413,,,Detail1,,,
1833,AIG413Detail1,,AIG,0413,,,Detail1,,,
1834,AIG413Detail2,,AIG,0413,,,Detail2,,,
1835,AIG425bersicht,,AIG,0425,,,bersicht,,,
1836,AIG425a,,AIG,0425,,a,,,,
1837,AIG425b,,AIG,0425,,b,,,,
1838,AIG425c,,AIG,0425,,c,,,,
1839,AIG425d,,AIG,0425,,d,,,,
1840,AIG425e,,AIG,0425,,e,,,,
1841,AIG425f,,AIG,0425,,f,,,,
1842,AIG425g,,AIG,0425,,g,,,,
1843,AIG425h,,AIG,0425,,h,,,,
1844,AIG425bersicht,,AIG,0425,,,bersicht,,,
1845,AIG425Detail1,,AIG,0425,,,Detail1,,,
1846,AIG425Detail1,,AIG,0425,,,Detail1,,,
1847,AIG425Detail2,,AIG,0425,,,Detail2,,,
1848,AIG430bersicht,,AIG,0430,,,bersicht,,,
1849,AIG430a,,AIG,0430,,a,,,,
1850,AIG430b,,AIG,0430,,b,,,,
1851,AIG430c,,AIG,0430,,c,,,,
1852,AIG430d,,AIG,0430,,d,,,,
1853,AIG430f,,AIG,0430,,f,,,,
1854,AIG430bersicht,,AIG,0430,,,bersicht,,,
1855,AIG430g,,AIG,0430,,g,,,,
1856,AIG430h,,AIG,0430,,h,,,,
1857,AIG430Detail1,,AIG,0430,,,Detail1,,,
1858,AIG430Detail1,,AIG,0430,,,Detail1,,,
1859,AIG433bersicht,,AIG,0433,,,bersicht,,,
1860,AIG433a,,AIG,0433,,a,,,,
1861,AIG433b,,AIG,0433,,b,,,,
1862,AIG433c,,AIG,0433,,c,,,,
1863,AIG433d,,AIG,0433,,d,,,,
1864,AIG433e,,AIG,0433,,e,,,,
1865,AIG433bersicht,,AIG,0433,,,bersicht,,,
1866,AIG433f,,AIG,0433,,f,,,,
1867,AIG433g,,AIG,0433,,g,,,,
1868,AIG433h,,AIG,0433,,h,,,,
1869,AIG433Detail2,,AIG,0433,,,Detail2,,,
1870,AIG433Detail1,,AIG,0433,,,Detail1,,,
1871,AIG433Detail2,,AIG,0433,,,Detail2,,,
1872,AIG433Detail1,,AIG,0433,,,Detail1,,,
1873,AIG453bersicht,,AIG,0453,,,bersicht,,,
1874,AIG453a,,AIG,0453,,a,,,,
1875,AIG453b,,AIG,0453,,b,,,,
1876,AIG453c,,AIG,0453,,c,,,,
1877,AIG453d,,AIG,0453,,d,,,,
1878,AIG453e,,AIG,0453,,e,,,,
1879,AIG453bersicht,,AIG,0453,,,bersicht,,,
1880,AIG453f,,AIG,0453,,f,,,,
1881,AIG453g,,AIG,0453,,g,,,,
1882,AIG453h,,AIG,0453,,h,,,,
1883,AIG453Detail1,,AIG,0453,,,Detail1,,,
1884,AIG453Deteil2,,AIG,0453,,,Deteil2,,,
1885,AIG453Detail1,,AIG,0453,,,Detail1,,,
1886,AIG453Deteil2,,AIG,0453,,,Deteil2,,,
1887,AIG453Detail3,,AIG,0453,,,Detail3,,,
1888,AIG459bersicht,,AIG,0459,,,bersicht,,,
1889,AIG459a,,AIG,0459,,a,,,,
1890,AIG459b,,AIG,0459,,b,,,,
1891,AIG459c,,AIG,0459,,c,,,,
1892,AIG459d,,AIG,0459,,d,,,,
1893,AIG459e,,AIG,0459,,e,,,,
1894,AIG459f,,AIG,0459,,f,,,,
1895,AIG459bersicht,,AIG,0459,,,bersicht,,,
1896,AIG459g,,AIG,0459,,g,,,,
1897,AIG459h,,AIG,0459,,h,,,,
1898,AIG459Detail2,,AIG,0459,,,Detail2,,,
1899,AIG459Detail1,,AIG,0459,,,Detail1,,,
1900,AIG459Detail2,,AIG,0459,,,Detail2,,,
1901,AIG459Detail1,,AIG,0459,,,Detail1,,,
1902,AIG465bersicht,,AIG,0465,,,bersicht,,,
1903,AIG465a,,AIG,0465,,a,,,,
1904,AIG465b,,AIG,0465,,b,,,,
1905,AIG465c,,AIG,0465,,c,,,,
1906,AIG465d,,AIG,0465,,d,,,,
1907,AIG465e,,AIG,0465,,e,,,,
1908,AIG465f,,AIG,0465,,f,,,,
1909,AIG465g,,AIG,0465,,g,,,,
1910,AIG465h,,AIG,0465,,h,,,,
1911,AIG465bersicht,,AIG,0465,,,bersicht,,,
