fuploadtxbolonline,Kerndaten1000,GZGHST00822D04,1320760236,58.38.JPG,,
fuploadtxbolonline,Kerndaten1000,GZGHST00832D05,1320760357,73.05.JPG,,
fuploadtxbolonline,Kerndaten1000,GZGHST00842D03,1320760413,53.61.JPG,,
fuploadtxbolonline,Kerndaten100,GZGHST00552D08,1314799823,10.21.JPG,,
fuploadtxbolonline,Kerndaten1010,GZGHST0233a2D09,1377235364,19.51.JPG,,
fuploadtxbolonline,Kerndaten1011,GZGHST0233b2D04,1377235364,38.58.JPG,,
fuploadtxbolonline,Kerndaten1020,GZGHST03972D08,1328537447,94.11.JPG,,
fuploadtxbolonline,Kerndaten10300,HhlenbrenschdelMerckGZG,1427141992,86.52.jpg,,
fuploadtxbolonline,Kerndaten1030,GZGHST04612D11,1328693302,62.07.JPG,,
fuploadtxbolonline,Kerndaten10330,DromedarschdelMichelsenGZG,1427141686,76.08.jpg,,
fuploadtxbolonline,Kerndaten1040,GZGHST04482D08,1328693023,90.27.JPG,,
fuploadtxbolonline,Kerndaten1041,GZGHST04482D09,1328693023,99.91.JPG,,
fuploadtxbolonline,Kerndaten1050,GZGHST0431ac2D07,1341475757,20.05.JPG,,
fuploadtxbolonline,Kerndaten1060,GZGHST05312D10,1341476343,10.37.JPG,,
fuploadtxbolonline,Kerndaten1061,GZGHST05312D,1313414763,4319.46.JPG,,
fuploadtxbolonline,Kerndaten1070,GZGHST05322D12,1328103415,80.49.JPG,,
fuploadtxbolonline,Kerndaten1080,GZGHST04222D11,1327936039,98.86.JPG,,
fuploadtxbolonline,Kerndaten1090,GZGHST05332D11,1328102403,20.67.JPG,,
fuploadtxbolonline,Kerndaten10,GZGHST00562D05,1311945459,86.JPG,,
fuploadtxbolonline,Kerndaten1100,GZGHST05342D11,1331539218,83.92.JPG,,
fuploadtxbolonline,Kerndaten1100,GZGHST05342D12,1331539192,01.25.JPG,,
fuploadtxbolonline,Kerndaten11080,GZGHST10602D06,1437139548,67.69.JPG,,
fuploadtxbolonline,Kerndaten110,GZGHST043604630464vulkanischeAschenFarbskala,1305635039,86.39.jpg,,
fuploadtxbolonline,Kerndaten1110,GZGHST04512D08,1328276773,38.76.JPG,,
fuploadtxbolonline,Kerndaten1111,GZGHST04512D09,1328276773,49.5.JPG,,
fuploadtxbolonline,Kerndaten1120,GZGHST0535ac2D05,1348803036,28.15.JPG,,
fuploadtxbolonline,Kerndaten1130,GZGHST04202D03,1320836718,45.73.JPG,,
fuploadtxbolonline,Kerndaten1131,GZGHST04202D04,1320836718,48.19.JPG,,
fuploadtxbolonline,Kerndaten1132,GZGHST04902D01,1320836718,52.99.JPG,,
fuploadtxbolonline,Kerndaten1133,GZGHST04902D04,1320836718,54.64.JPG,,
fuploadtxbolonline,Kerndaten1140,GZGHST05362D07,1327935424,93.73.JPG,,
fuploadtxbolonline,Kerndaten1150,GZGHST05372D10,1328000847,15.92.JPG,,
fuploadtxbolonline,Kerndaten1160,GZGHST0508CoelodontaantiquitatisFarbskala,1314087098,46.95.jpg,,
fuploadtxbolonline,Kerndaten1170,GZGHST05382D10,1331539636,52.36.JPG,,
fuploadtxbolonline,Kerndaten1180,GZGHST05392D16,1331540370,48.04.JPG,,
fuploadtxbolonline,Kerndaten1190,GZGHST02692D07,1328536575,36.19.JPG,,
fuploadtxbolonline,Kerndaten1191,GZGHST02692D08,1328536575,49.27.JPG,,
fuploadtxbolonline,Kerndaten1200,GZGHST02752D11,1327999451,03.12.JPG,,
fuploadtxbolonline,Kerndaten1201,GZGHST02752D09,1327999451,10.99.JPG,,
fuploadtxbolonline,Kerndaten120,GZGHST0458ac2D08,1383842991,44.12.JPG,,
fuploadtxbolonline,Kerndaten1210,GZGHST02952D03,1328536968,68.51.JPG,,
fuploadtxbolonline,Kerndaten1211,GZGHST02952D04,1328536968,79.82.JPG,,
fuploadtxbolonline,Kerndaten1220,GZGHST02982D08,1327998591,67.95.JPG,,
fuploadtxbolonline,Kerndaten1230,GZGHST02562D05,1327999736,75.09.JPG,,
fuploadtxbolonline,Kerndaten1240,GZGHST02612D07,1327998865,63.65.JPG,,
fuploadtxbolonline,Kerndaten1250,AIG2,1314256408,61.68.JPG,,
fuploadtxbolonline,Kerndaten1260,AIG3bersicht,1395160242,09.84.JPG,,
